date,최고 기온(°C),최소 상대습도(%),평균 기온(°C),평균 상대습도(%),일강수량(mm),평균 풍속(m/s),합계 일조 시간(hr),합계 소형증발량(mm),최저 초상온도(°C),최다 풍향(16방위),9-9강수(mm),target,tp_1_0,tp_1_1,tp_1_2,tp_1_3,tp_2_0,tp_2_1,tp_2_2,tp_2_3
201511,12.739999999999998,53.8,8.900000000000002,73.28333333333332,6.973333333333333,2.6699999999999995,3.6333333333333337,0.9233333333333332,3.03,152.66666666666666,6.9,69360,0,1,0,0,0,1,0,0
201609,27.88999999999999,43.63333333333333,23.08333333333333,64.51333333333334,4.714285714285714,1.9633333333333336,6.386666666666668,4.263333333333334,17.136666666666667,121.66666666666669,4.714285714285714,95258,0,0,0,1,0,0,0,1
201610,21.309677419354838,40.451612903225815,16.080645161290327,62.23225806451613,7.479999999999999,2.119354838709677,6.3129032258064495,3.4322580645161302,8.774193548387098,150.6451612903226,6.2333333333333325,114247,0,0,1,0,0,0,1,0
201611,11.606666666666667,37.53333333333333,6.7733333333333325,56.77999999999998,1.04375,2.223333333333333,5.7766666666666655,2.32,-0.17000000000000065,189.0,1.2846153846153845,61868,0,1,0,0,0,1,0,0
201709,27.43333333333333,39.1,22.10333333333334,60.92999999999999,3.888888888888889,1.98,8.058620689655173,5.0793103448275865,14.496666666666664,136.33333333333334,3.888888888888889,140707,0,0,1,0,0,0,1,0
201710,22.530000000000005,33.73333333333333,16.409677419354836,56.25806451612904,3.3125,1.9366666666666663,7.423333333333333,3.0516129032258066,7.532258064516131,149.66666666666666,4.416666666666667,179913,0,0,1,0,0,0,1,0
201711,10.46,32.166666666666664,5.626666666666668,53.42666666666664,2.9071428571428566,2.0766666666666658,6.070370370370371,1.9965517241379311,-4.4433333333333325,182.33333333333331,2.9071428571428566,89956,0,1,0,0,0,1,0,0
201809,26.04,38.9,21.496666666666666,60.66,5.708333333333332,1.5633333333333332,7.290000000000001,4.83,14.31,153.66666666666666,6.227272727272728,188897,0,0,1,0,0,0,1,0
201810,18.61290322580645,34.354838709677416,13.05483870967742,59.348387096774175,10.954545454545457,1.5451612903225809,7.8032258064516125,3.5193548387096767,4.096774193548387,204.19354838709685,9.26923076923077,169039,0,1,0,0,0,1,0,0
201811,13.153333333333334,32.73333333333333,7.793333333333335,57.47999999999999,8.78888888888889,1.3966666666666665,5.92,2.37,-0.2599999999999998,195.33333333333331,7.909999999999997,108672,0,1,0,0,0,1,0,0
201909,27.100000000000005,44.13333333333333,22.64333333333333,65.27,10.753846153846156,2.183333333333333,5.63,4.4366666666666665,15.393333333333327,320.3333333333333,10.753846153846151,142530,0,0,1,0,0,0,0,1
201910,21.76774193548388,38.935483870967744,16.370967741935484,62.16451612903224,7.928571428571429,2.129032258064516,7.629032258064513,3.909677419354839,6.974193548387097,276.77419354838713,6.9375,163316,0,0,1,0,0,0,1,0
201911,12.933333333333335,33.13333333333333,7.579999999999999,55.899999999999984,9.85,2.1666666666666665,6.773333333333335,2.7366666666666664,-1.1333333333333333,182.66666666666663,9.8625,125777,0,1,0,0,0,1,0,0
