date,month,최고 기온(°C),최소 상대습도(%),평균 기온(°C),평균 상대습도(%),일강수량(mm),평균 풍속(m/s),합계 일조 시간(hr),최저 기온(°C),평균 중기압(hPa),가조시간(hr),평균 이슬점온도(°C),target,season,tp_1_0,tp_1_1,tp_1_2,tp_1_3,tp_2_0,tp_2_1,tp_2_2,tp_2_3
201312,12,3.525806451612904,39.67741935483871,-0.18387096774193573,60.15161290322581,1.9,2.3935483870967738,5.9483870967741925,-3.4967741935483887,3.835483870967741,9.635483870967745,-7.296774193548387,706,4.0,1,0,0,0,1,0,0,0
201401,1,3.5419354838709682,29.48387096774193,-0.6774193548387096,50.07741935483869,1.181818181818182,2.4258064516129045,5.948387096774192,-4.867741935483873,3.058064516129033,9.90967741935484,-10.677419354838714,905,4.0,1,0,0,0,1,0,0,0
201402,2,6.6035714285714295,32.75,1.9285714285714288,51.98214285714285,2.3142857142857136,2.696428571428572,5.8535714285714295,-1.8107142857142864,3.7714285714285714,10.810714285714289,-7.7107142857142845,1026,4.0,1,0,0,0,1,0,0,0
201403,3,13.058064516129033,33.03225806451613,7.890322580645161,59.83548387096774,0.5538461538461539,3.0290322580645164,6.925806451612903,3.525806451612904,6.738709677419355,11.961290322580645,-0.2000000000000016,6751,1.0,0,1,0,0,0,1,0,0
201404,4,19.63666666666666,36.03333333333333,13.963333333333335,59.87333333333333,4.428571428571429,2.8233333333333333,7.106666666666667,9.4,9.23,13.166666666666664,5.116666666666666,4129,1.0,0,1,0,0,0,1,0,0
201405,5,25.251612903225798,32.83870967741935,18.945161290322574,59.058064516129036,7.0,3.2032258064516133,9.806451612903226,13.796774193548384,12.619354838709679,14.187096774193545,9.793548387096775,7130,1.0,0,0,1,0,0,0,1,0
201406,6,27.770000000000003,49.06666666666667,23.06333333333333,72.80666666666666,7.007142857142857,2.603333333333333,6.163333333333332,19.713333333333328,20.036666666666655,14.740000000000006,17.459999999999994,10011,2.0,0,0,0,1,0,0,0,1
201407,7,30.63548387096775,50.58064516129032,26.1483870967742,74.23548387096773,17.325,2.75483870967742,5.570967741935487,22.925806451612893,24.64193548387097,14.477419354838707,20.741935483870968,5622,2.0,0,0,0,1,0,0,0,1
201408,8,28.951612903225808,57.225806451612904,25.164516129032265,77.19354838709677,8.639999999999999,2.4483870967741943,4.861290322580646,22.116129032258065,24.23225806451613,13.596774193548384,20.41290322580645,7084,2.0,0,0,0,1,0,0,0,1
201409,9,26.98333333333334,44.9,22.063333333333336,68.5,9.788888888888888,2.0800000000000005,7.1433333333333335,18.043333333333333,17.779999999999994,12.44,15.299999999999995,12382,3.0,0,0,1,0,0,0,1,0
201410,10,21.416129032258066,38.709677419354854,15.635483870967743,63.15806451612902,8.700000000000001,2.441935483870968,7.735483870967742,10.683870967741935,11.138709677419353,11.238709677419353,7.825806451612903,8134,3.0,0,0,1,0,0,0,1,0
201411,11,13.78666666666667,40.1,8.953333333333337,60.93333333333334,4.15,2.466666666666667,6.47,4.883333333333334,7.14,10.183333333333332,1.0966666666666671,4055,3.0,0,1,0,0,0,1,0,0
201412,12,1.4967741935483871,36.709677419354854,-2.919354838709677,56.261290322580614,1.11875,2.8483870967741938,6.309677419354838,-6.7225806451612895,2.9387096774193537,9.635483870967745,-10.893548387096775,486,4.0,1,0,0,0,1,0,0,0
201501,1,3.583870967741936,37.61290322580645,-0.9354838709677418,56.364516129032275,1.4125,2.6483870967741923,6.235483870967737,-4.806451612903227,3.4290322580645154,9.906451612903227,-9.009677419354839,1754,4.0,1,0,0,0,1,0,0,0
201502,2,5.960714285714286,34.92857142857143,1.0428571428571425,58.94285714285714,2.8375,2.8678571428571433,6.428571428571429,-2.8857142857142857,4.071428571428571,10.803571428571427,-6.803571428571429,2821,4.0,1,0,0,0,1,0,0,0
201503,3,12.44516129032258,22.35483870967742,6.290322580645161,45.1741935483871,1.6,3.0838709677419347,8.735483870967744,0.980645161290322,4.422580645161291,11.954838709677418,-5.970967741935482,5274,1.0,0,1,0,0,0,1,0,0
201504,4,18.826666666666664,32.23333333333333,13.326666666666664,54.38666666666665,5.03125,3.12,7.1999999999999975,8.403333333333332,7.99,13.159999999999998,2.8633333333333333,10420,1.0,0,1,0,0,0,1,0,0
201505,5,24.887096774193548,30.35483870967742,18.883870967741935,52.78064516129031,4.128571428571428,2.9548387096774205,9.367741935483872,13.574193548387097,10.958064516129033,14.187096774193545,7.4709677419354845,23038,1.0,0,0,1,0,0,0,1,0
201506,6,29.46333333333333,35.4,23.586666666666666,59.80999999999998,8.25,2.546666666666667,8.603333333333332,18.926666666666673,16.84,14.733333333333338,14.366666666666667,6645,2.0,0,0,0,1,0,0,0,1
201507,7,30.02580645161289,50.38709677419354,25.83548387096775,71.15483870967742,14.125,2.841935483870968,5.680645161290323,22.612903225806452,23.41935483870968,14.48064516129032,19.619354838709675,5871,2.0,0,0,0,1,0,0,0,1
201508,8,30.78709677419355,45.96774193548386,26.26774193548387,69.7741935483871,4.288235294117648,2.396774193548388,6.677419354838711,22.809677419354838,23.46129032258064,13.6,19.90322580645161,6180,2.0,0,0,0,1,0,0,0,1
201509,9,28.07666666666666,34.4,22.389999999999993,56.20666666666666,5.2,2.3033333333333332,8.736666666666666,17.516666666666662,14.81333333333333,12.45,12.373333333333335,11899,3.0,0,0,0,1,0,0,1,0
201510,10,21.21935483870968,33.32258064516129,15.506451612903225,60.35806451612903,11.642857142857142,2.3129032258064512,7.7322580645161265,10.780645161290321,10.770967741935484,11.251612903225805,7.070967741935482,19231,3.0,0,0,1,0,0,0,1,0
201511,11,12.739999999999998,53.8,8.900000000000002,73.28333333333332,6.973333333333333,2.6699999999999995,3.6333333333333337,5.866666666666665,8.630000000000003,10.193333333333333,3.963333333333334,7229,3.0,0,1,0,0,0,1,0,0
201512,12,5.996774193548387,38.74193548387097,1.5935483870967744,59.864516129032246,2.645454545454545,2.3451612903225807,5.73548387096774,-2.1193548387096786,4.251612903225807,9.641935483870967,-5.909677419354838,2221,4.0,1,0,0,0,1,0,0,0
201601,1,1.125806451612903,33.064516129032256,-3.2000000000000006,53.04516129032256,0.16666666666666666,2.4774193548387093,6.325806451612903,-6.8096774193548395,2.829032258064516,9.906451612903227,-11.964516129032257,1544,4.0,1,0,0,0,1,0,0,0
201602,2,5.0758620689655185,30.724137931034484,0.19310344827586204,52.05172413793103,3.966666666666667,2.755172413793104,6.73103448275862,-4.075862068965519,3.5137931034482746,10.810344827586208,-9.4,1758,4.0,1,0,0,0,1,0,0,0
201603,3,12.612903225806456,28.22580645161291,7.04516129032258,51.01612903225804,6.750000000000001,2.441935483870968,8.183870967741933,2.3548387096774195,5.177419354838709,11.983870967741936,-3.487096774193549,3748,1.0,0,1,0,0,0,1,0,0
201604,4,20.316666666666666,30.53333333333333,14.066666666666665,54.75666666666665,6.9818181818181815,2.4200000000000004,7.316666666666667,9.05,8.313333333333334,13.19,3.633333333333333,11831,1.0,0,0,1,0,0,0,1,0
201605,5,25.68709677419355,31.22580645161291,19.55806451612904,56.21935483870967,14.590909090909092,2.367741935483872,9.035483870967745,14.141935483870967,11.970967741935489,14.212903225806446,9.13548387096774,21485,1.0,0,0,1,0,0,0,1,0
201606,6,28.680000000000003,41.1,23.59666666666667,62.86666666666665,4.533333333333334,2.13,7.656666666666667,19.463333333333328,17.916666666666668,14.733333333333334,15.45,9440,2.0,0,0,0,1,0,0,0,1
201607,7,29.822580645161292,54.064516129032256,26.235483870967744,72.86129032258064,17.057142857142857,2.148387096774193,5.174193548387096,23.28709677419355,24.425806451612893,14.467741935483868,20.593548387096774,3454,2.0,0,0,0,1,0,0,0,1
201608,8,32.635483870967754,41.67741935483871,27.99677419354839,63.883870967741935,4.19375,2.0580645161290323,7.616129032258066,24.451612903225804,24.02258064516129,13.574193548387097,20.029032258064515,3051,2.0,0,0,0,1,0,0,0,1
201609,9,27.88999999999999,43.63333333333333,23.08333333333333,64.51333333333334,4.714285714285714,1.9633333333333336,6.386666666666668,19.256666666666668,18.006666666666664,12.423333333333336,15.523333333333332,10739,3.0,0,0,0,1,0,0,0,1
201610,10,21.309677419354838,40.451612903225815,16.080645161290327,62.23225806451613,7.479999999999999,2.119354838709677,6.3129032258064495,11.619354838709679,11.687096774193547,11.219354838709677,8.21935483870968,17881,3.0,0,0,1,0,0,0,1,0
201611,11,11.606666666666667,37.53333333333333,6.7733333333333325,56.77999999999998,1.04375,2.223333333333333,5.7766666666666655,2.8233333333333337,6.183333333333333,10.176666666666666,-1.82,7507,3.0,0,1,0,0,0,1,0,0
201612,12,5.8,40.096774193548384,1.2451612903225806,59.15806451612904,4.364285714285715,2.225806451612903,5.367741935483871,-2.670967741935484,4.2129032258064525,9.635483870967745,-6.3645161290322605,2406,4.0,1,0,0,0,1,0,0,0
201701,1,2.916129032258064,35.064516129032256,-1.829032258064516,54.60645161290322,1.1461538461538459,2.3,6.741935483870968,-5.767741935483871,3.170967741935484,9.919354838709678,-10.338709677419354,1659,4.0,1,0,0,0,1,0,0,0
201702,2,4.80357142857143,30.285714285714285,-0.2464285714285713,53.664285714285704,1.85,2.4464285714285707,7.5,-4.7571428571428624,3.3178571428571426,10.821428571428573,-9.178571428571429,1635,4.0,1,0,0,0,1,0,0,0
201703,3,12.309677419354838,25.12903225806452,6.325806451612903,48.1032258064516,0.9875,2.367741935483872,8.23225806451613,1.7129032258064516,4.490322580645162,11.97741935483871,-4.86774193548387,3766,1.0,0,1,0,0,0,1,0,0
201704,4,19.95,27.66666666666667,13.933333333333335,52.37333333333334,6.16,2.55,8.656666666666665,9.073333333333332,7.986666666666667,13.183333333333335,2.8499999999999988,12765,1.0,0,0,1,0,0,1,0,0
201705,5,25.435483870967737,30.41935483870968,19.490322580645163,52.287096774193536,2.3000000000000003,2.4290322580645163,9.725806451612904,14.361290322580645,11.445161290322584,14.203225806451616,8.345161290322581,16748,1.0,0,0,1,0,0,0,1,0
201706,6,28.75,33.46666666666667,23.27333333333333,56.60333333333333,5.123076923076923,2.373333333333333,9.506666666666666,18.70666666666667,15.666666666666664,14.73666666666667,13.066666666666665,9370,2.0,0,0,0,1,0,0,0,1
201707,7,30.393548387096768,59.67741935483871,26.92258064516129,77.1774193548387,27.0,2.0,3.9709677419354836,24.309677419354838,26.899999999999995,14.47096774193548,22.20967741935484,2914,2.0,0,0,0,1,0,0,0,1
201708,8,29.654838709677428,50.838709677419345,25.916129032258066,70.81935483870967,15.63157894736842,2.2548387096774194,5.361290322580646,22.893548387096768,23.65806451612904,13.583870967741936,19.71290322580645,4763,2.0,0,0,0,1,0,0,0,1
201709,9,27.43333333333333,39.1,22.10333333333334,60.92999999999999,3.888888888888889,1.98,8.058620689655173,17.483333333333334,15.986666666666665,12.42666666666667,13.55,10180,3.0,0,0,1,0,0,0,1,0
201710,10,22.530000000000005,33.73333333333333,16.409677419354836,56.25806451612904,3.3125,1.9366666666666663,7.423333333333333,11.632258064516131,10.732258064516133,11.229032258064514,6.9516129032258025,26119,3.0,0,0,1,0,0,0,1,0
201711,11,10.46,32.166666666666664,5.626666666666668,53.42666666666664,2.9071428571428566,2.0766666666666658,6.070370370370371,1.2866666666666668,5.406666666666667,10.179999999999998,-3.9099999999999993,6502,3.0,0,1,0,0,0,1,0,0
201712,12,2.1580645161290324,33.16129032258065,-1.9290322580645158,55.854838709677416,2.485714285714286,1.7827586206896548,5.680645161290323,-5.748387096774192,3.2806451612903222,9.635483870967745,-10.33870967741935,2583,4.0,1,0,0,0,1,0,0,0
201801,1,0.1419354838709677,28.935483870967737,-3.977419354838709,48.03225806451611,0.7727272727272727,1.870967741935484,6.43793103448276,-7.329032258064518,2.47741935483871,9.90967741935484,-13.941935483870967,1023,4.0,1,0,0,0,1,0,0,0
201802,2,3.2821428571428566,24.392857142857146,-1.6464285714285718,44.9142857142857,4.933333333333334,2.1785714285714284,7.192592592592592,-5.871428571428572,2.6214285714285714,10.810714285714289,-13.021428571428574,2141,4.0,1,0,0,0,1,0,0,0
201803,3,13.596774193548393,33.67741935483871,8.080645161290322,59.20645161290322,4.95,1.9193548387096784,6.7451612903225815,3.8225806451612905,6.606451612903228,11.964516129032257,-0.2580645161290322,3397,1.0,0,1,0,0,0,1,0,0
201804,4,18.51333333333333,29.83333333333333,12.986666666666665,54.63,11.845454545454546,2.0033333333333334,7.446666666666667,8.086666666666666,7.9700000000000015,13.169999999999998,2.5733333333333333,9612,1.0,0,1,0,0,0,1,0,0
201805,5,23.29032258064517,40.87096774193548,18.167741935483875,63.435483870967744,15.857142857142858,1.7193548387096769,7.470967741935484,13.390322580645163,13.090322580645163,14.187096774193545,10.116129032258065,13570,1.0,0,0,1,0,0,0,1,0
201806,6,28.37,39.53333333333333,23.13666666666667,63.03333333333331,14.291666666666664,1.6799999999999995,7.886666666666668,18.866666666666667,17.30333333333333,14.740000000000006,14.866666666666665,8838,2.0,0,0,0,1,0,0,0,1
201807,7,32.13225806451613,49.29032258064516,27.796774193548387,67.45161290322578,18.56,1.4612903225806453,7.616666666666667,24.21290322580645,24.612903225806452,14.477419354838707,20.593548387096774,2282,2.0,0,0,0,1,0,0,0,1
201808,8,33.303225806451614,45.161290322580655,28.761290322580656,64.71935483870966,12.6625,1.6903225806451612,7.5,25.203225806451613,24.91290322580645,13.59032258064516,20.764516129032266,1828,2.0,0,0,0,1,0,0,0,1
201809,9,26.04,38.9,21.496666666666666,60.66,5.708333333333332,1.5633333333333332,7.290000000000001,17.626666666666672,15.443333333333333,12.44,12.896666666666665,11439,3.0,0,0,1,0,0,0,1,0
201810,10,18.61290322580645,34.354838709677416,13.05483870967742,59.348387096774175,10.954545454545457,1.5451612903225809,7.8032258064516125,8.496774193548386,8.883870967741935,11.238709677419353,4.570967741935483,18878,3.0,0,1,0,0,0,1,0,0
201811,11,13.153333333333334,32.73333333333333,7.793333333333335,57.47999999999999,8.78888888888889,1.3966666666666665,5.92,3.6266666666666656,6.28,10.183333333333332,-0.9866666666666668,13426,3.0,0,1,0,0,0,1,0,0
201812,12,4.087096774193548,26.48387096774193,-0.6064516129032259,45.75806451612904,2.733333333333334,1.803225806451613,6.4483870967741925,-4.693548387096773,3.1258064516129034,9.635483870967745,-11.645161290322578,5635,4.0,1,0,0,0,1,0,0,0
201901,1,4.087096774193548,25.70967741935484,-0.8967741935483872,45.58387096774193,0.0,1.8193548387096776,6.935483870967741,-5.064516129032256,2.7,9.906451612903227,-12.048387096774194,1735,4.0,1,0,0,0,1,0,0,0
201902,2,6.046428571428572,26.0,0.9857142857142857,47.31071428571428,2.644444444444444,1.8428571428571427,6.803571428571429,-3.217857142857142,3.2071428571428564,10.803571428571427,-10.103571428571426,2829,4.0,1,0,0,0,1,0,0,0
201903,3,12.445161290322584,25.838709677419356,7.0935483870967735,51.303225806451614,2.68,2.0870967741935478,6.574193548387097,2.7451612903225806,5.10967741935484,11.954838709677418,-3.4225806451612883,4199,1.0,0,1,0,0,0,1,0,0
201904,4,17.639999999999993,27.36666666666667,12.12,50.94333333333334,3.6384615384615375,1.8766666666666665,7.386666666666668,7.176666666666668,7.17,13.159999999999998,0.6799999999999999,7844,1.0,0,1,0,0,0,1,0,0
201905,5,25.64193548387097,24.77419354838709,19.41935483870968,46.48709677419353,5.4,2.0580645161290323,10.129032258064516,13.729032258064516,10.154838709677415,14.187096774193545,6.390322580645161,16639,1.0,0,0,1,0,0,0,1,0
201906,6,27.706666666666663,38.63333333333333,22.50333333333333,60.60666666666666,5.285714285714287,1.7366666666666668,7.836666666666668,18.06,16.05666666666667,14.736666666666672,13.763333333333332,8446,2.0,0,0,1,0,0,0,1,0
201907,7,30.08709677419355,50.03225806451614,25.87741935483871,69.09354838709676,10.23157894736842,1.8290322580645169,4.841935483870966,22.683870967741928,22.63548387096775,14.48064516129032,19.064516129032267,3368,2.0,0,0,0,1,0,0,0,1
201908,8,31.635483870967736,44.645161290322584,27.190322580645162,68.51612903225805,12.7,1.5903225806451615,7.976666666666664,23.59032258064517,24.235483870967744,13.6,20.354838709677427,7079,2.0,0,0,0,1,0,0,0,1
201909,9,27.100000000000005,44.13333333333333,22.64333333333333,65.27,10.753846153846156,2.183333333333333,5.63,18.963333333333328,17.836666666666673,12.45,15.13,8488,3.0,0,0,1,0,0,0,0,1
201910,10,21.76774193548388,38.935483870967744,16.370967741935484,62.16451612903224,7.928571428571429,2.129032258064516,7.629032258064513,11.8,11.654838709677419,11.251612903225805,8.506451612903223,26628,3.0,0,0,1,0,0,0,1,0
201911,11,12.933333333333335,33.13333333333333,7.579999999999999,55.899999999999984,9.85,2.1666666666666665,6.773333333333335,3.1,6.1033333333333335,10.193333333333333,-1.5399999999999998,8802,3.0,0,1,0,0,0,1,0,0
201912,12,5.274193548387096,37.12903225806452,1.4161290322580642,57.75483870967742,1.1894736842105265,2.1258064516129034,5.296774193548388,-2.6032258064516136,4.203225806451614,9.641935483870967,-6.538709677419355,1754,4.0,1,0,0,0,1,0,0,0
