date,최고 기온(°C),최소 상대습도(%),평균 기온(°C),평균 상대습도(%),일강수량(mm),평균 풍속(m/s),합계 일조 시간(hr),평균 중기압(hPa),최다 풍향(16방위),최저 해면기압(hPa),최대 순간풍속 풍향(16방위),target,tp_1_0,tp_1_1,tp_1_2,tp_1_3,tp_2_0,tp_2_1,tp_2_2,tp_2_3
201410,21.416129032258066,38.709677419354854,15.635483870967743,63.15806451612902,8.700000000000001,2.441935483870968,7.735483870967742,11.138709677419353,106.77419354838707,1017.3580645161293,197.74193548387098,241780,0,0,1,0,0,0,1,0
201411,13.78666666666667,40.1,8.953333333333337,60.93333333333334,4.15,2.466666666666667,6.47,7.14,155.66666666666666,1019.1466666666664,223.0,197616,0,1,0,0,0,1,0,0
201509,28.07666666666666,34.4,22.389999999999993,56.20666666666666,5.2,2.3033333333333332,8.736666666666666,14.81333333333333,126.0,1011.76,188.66666666666663,221311,0,0,0,1,0,0,1,0
201510,21.21935483870968,33.32258064516129,15.506451612903225,60.35806451612903,11.642857142857142,2.3129032258064512,7.7322580645161265,10.770967741935484,192.90322580645162,1015.790322580645,257.0967741935484,242371,0,0,1,0,0,0,1,0
201511,12.739999999999998,53.8,8.900000000000002,73.28333333333332,6.973333333333333,2.6699999999999995,3.6333333333333337,8.630000000000003,152.66666666666666,1020.9033333333334,179.0,222495,0,1,0,0,0,1,0,0
201609,27.88999999999999,43.63333333333333,23.08333333333333,64.51333333333334,4.714285714285714,1.9633333333333336,6.386666666666668,18.006666666666664,121.66666666666669,1011.4266666666664,190.66666666666663,242191,0,0,0,1,0,0,0,1
201610,21.309677419354838,40.451612903225815,16.080645161290327,62.23225806451613,7.479999999999999,2.119354838709677,6.3129032258064495,11.687096774193547,150.6451612903226,1016.3677419354835,187.09677419354838,262585,0,0,1,0,0,0,1,0
201611,11.606666666666667,37.53333333333333,6.7733333333333325,56.77999999999998,1.04375,2.223333333333333,5.7766666666666655,6.183333333333333,189.0,1020.2266666666667,223.0,190929,0,1,0,0,0,1,0,0
201709,27.43333333333333,39.1,22.10333333333334,60.92999999999999,3.888888888888889,1.98,8.058620689655173,15.986666666666665,136.33333333333334,1010.7466666666667,181.66666666666663,190075,0,0,1,0,0,0,1,0
201710,22.530000000000005,33.73333333333333,16.409677419354836,56.25806451612904,3.3125,1.9366666666666663,7.423333333333333,10.732258064516133,149.66666666666666,1018.42,204.0,268676,0,0,1,0,0,0,1,0
201711,10.46,32.166666666666664,5.626666666666668,53.42666666666664,2.9071428571428566,2.0766666666666658,6.070370370370371,5.406666666666667,182.33333333333331,1020.1233333333334,232.66666666666663,222719,0,1,0,0,0,1,0,0
201809,26.04,38.9,21.496666666666666,60.66,5.708333333333332,1.5633333333333332,7.290000000000001,15.443333333333333,153.66666666666666,1011.1433333333333,177.0,267912,0,0,1,0,0,0,1,0
201810,18.61290322580645,34.354838709677416,13.05483870967742,59.348387096774175,10.954545454545457,1.5451612903225809,7.8032258064516125,8.883870967741935,204.19354838709685,1016.1129032258065,246.7741935483871,325753,0,1,0,0,0,1,0,0
201811,13.153333333333334,32.73333333333333,7.793333333333335,57.47999999999999,8.78888888888889,1.3966666666666665,5.92,6.28,195.33333333333331,1021.4966666666664,254.33333333333331,194097,0,1,0,0,0,1,0,0
201909,27.100000000000005,44.13333333333333,22.64333333333333,65.27,10.753846153846156,2.183333333333333,5.63,17.836666666666673,320.3333333333333,1012.3466666666666,221.66666666666663,244301,0,0,1,0,0,0,0,1
201910,21.76774193548388,38.935483870967744,16.370967741935484,62.16451612903224,7.928571428571429,2.129032258064516,7.629032258064513,11.654838709677419,276.77419354838713,1016.6903225806453,211.9354838709677,289342,0,0,1,0,0,0,1,0
201911,12.933333333333335,33.13333333333333,7.579999999999999,55.899999999999984,9.85,2.1666666666666665,6.773333333333335,6.1033333333333335,182.66666666666663,1019.59,245.0,197011,0,1,0,0,0,1,0,0
