date,month,최고 기온(°C),최소 상대습도(%),평균 기온(°C),평균 상대습도(%),일강수량(mm),평균 풍속(m/s),합계 일조 시간(hr),합계 소형증발량(mm),5.0cm 지중온도(°C),가조시간(hr),최대 순간풍속(m/s),평균 지면온도(°C),최대 풍속(m/s),target,season,tp_1_0,tp_1_1,tp_1_2,tp_1_3,tp_2_0,tp_2_1,tp_2_2,tp_2_3
201903,3,12.445161290322584,25.838709677419356,7.0935483870967735,51.303225806451614,2.68,2.0870967741935478,6.574193548387097,3.5225806451612898,13.925806451612903,11.954838709677418,8.845161290322581,8.151612903225809,4.72258064516129,28057,1.0,0,1,0,0,0,1,0,0
201904,4,17.639999999999993,27.36666666666667,12.12,50.94333333333334,3.6384615384615375,1.8766666666666665,7.386666666666668,4.9300000000000015,13.136666666666665,13.159999999999998,8.896666666666668,14.020000000000005,4.456666666666666,23154,1.0,0,1,0,0,0,1,0,0
201905,5,25.64193548387097,24.77419354838709,19.41935483870968,46.48709677419353,5.4,2.0580645161290323,10.129032258064516,7.422580645161287,12.890322580645158,14.187096774193545,9.035483870967742,24.25806451612904,4.580645161290325,22964,1.0,0,0,1,0,0,0,1,0
201906,6,27.706666666666663,38.63333333333333,22.50333333333333,60.60666666666666,5.285714285714287,1.7366666666666668,7.836666666666668,5.960000000000003,13.269999999999998,14.736666666666672,7.793333333333334,26.50666666666666,4.003333333333333,20157,2.0,0,0,1,0,0,0,1,0
201907,7,30.08709677419355,50.03225806451614,25.87741935483871,69.09354838709676,10.23157894736842,1.8290322580645169,4.841935483870966,4.651612903225806,14.174193548387096,14.48064516129032,7.961290322580645,28.351612903225806,3.9483870967741934,23266,2.0,0,0,0,1,0,0,0,1
201908,8,31.635483870967736,44.645161290322584,27.190322580645162,68.51612903225805,12.7,1.5903225806451615,7.976666666666664,5.164516129032257,15.316129032258065,13.6,7.525806451612903,28.932258064516137,3.819354838709678,37779,2.0,0,0,0,1,0,0,0,1
201909,9,27.100000000000005,44.13333333333333,22.64333333333333,65.27,10.753846153846156,2.183333333333333,5.63,4.4366666666666665,16.73,12.45,7.959999999999999,23.96333333333333,4.253333333333334,15771,3.0,0,0,1,0,0,0,0,1
201910,10,21.76774193548388,38.935483870967744,16.370967741935484,62.16451612903224,7.928571428571429,2.129032258064516,7.629032258064513,3.909677419354839,17.689999999999994,11.251612903225805,8.041935483870969,17.148387096774194,4.412903225806452,21167,3.0,0,0,1,0,0,0,1,0
201911,11,12.933333333333335,33.13333333333333,7.579999999999999,55.899999999999984,9.85,2.1666666666666665,6.773333333333335,2.7366666666666664,17.91666666666666,10.193333333333333,7.663333333333332,7.643333333333333,4.533333333333333,19904,3.0,0,1,0,0,0,1,0,0
201912,12,5.274193548387096,37.12903225806452,1.4161290322580642,57.75483870967742,1.1894736842105265,2.1258064516129034,5.296774193548388,1.6903225806451612,17.516129032258064,9.641935483870967,7.587096774193549,1.6096774193548389,4.400000000000001,17542,4.0,1,0,0,0,1,0,0,0
