areaCode,areaNm,baseYmd,daywkDivCd,daywkDivNm,touDivCd,touDivNm,touNum
28,인천광역시,20210504,2,화요일,3,외국인(c),2535.26612
29,광주광역시,20210504,2,화요일,1,현지인(a),778550.5
29,광주광역시,20210504,2,화요일,2,외지인(b),125933.5
29,광주광역시,20210504,2,화요일,3,외국인(c),158.8233213
30,대전광역시,20210504,2,화요일,1,현지인(a),735308
30,대전광역시,20210504,2,화요일,2,외지인(b),158606
30,대전광역시,20210504,2,화요일,3,외국인(c),181.6085946
31,울산광역시,20210504,2,화요일,1,현지인(a),483126
31,울산광역시,20210504,2,화요일,2,외지인(b),88350.5
31,울산광역시,20210504,2,화요일,3,외국인(c),831.7121967
36,세종특별자치시,20210504,2,화요일,1,현지인(a),150913
36,세종특별자치시,20210504,2,화요일,2,외지인(b),58394
36,세종특별자치시,20210504,2,화요일,3,외국인(c),53.77266509
41,경기도,20210504,2,화요일,1,현지인(a),5995573.5
41,경기도,20210504,2,화요일,2,외지인(b),1190199.5
41,경기도,20210504,2,화요일,3,외국인(c),5156.049288
42,강원도,20210504,2,화요일,1,현지인(a),1012494
42,강원도,20210504,2,화요일,2,외지인(b),286356
42,강원도,20210504,2,화요일,3,외국인(c),269.2275676
43,충청북도,20210504,2,화요일,1,현지인(a),791343
43,충청북도,20210504,2,화요일,2,외지인(b),217182
43,충청북도,20210504,2,화요일,3,외국인(c),294.5737483
44,충청남도,20210504,2,화요일,1,현지인(a),1075298
44,충청남도,20210504,2,화요일,2,외지인(b),310940
44,충청남도,20210504,2,화요일,3,외국인(c),567.9033143
45,전라북도,20210504,2,화요일,1,현지인(a),1018314.5
45,전라북도,20210504,2,화요일,2,외지인(b),181727
45,전라북도,20210504,2,화요일,3,외국인(c),452.8562431
46,전라남도,20210504,2,화요일,1,현지인(a),928455.5
46,전라남도,20210504,2,화요일,2,외지인(b),240506
46,전라남도,20210504,2,화요일,3,외국인(c),1374.726019
