date,month,최고 기온(°C),평균 기온(°C),최소 상대습도(%),평균 상대습도(%),일강수량(mm),평균 풍속(m/s),합계 일조 시간(hr),최대 순간풍속(m/s),최대 풍속(m/s),가조시간(hr),평균 지면온도(°C),5.0cm 지중온도(°C),합계 소형증발량(mm),서대문자연사박물관
201903,3,12.445161290322583,7.093548387096774,25.838709677419356,51.303225806451614,2.68,2.087096774193548,6.574193548387096,8.845161290322583,4.72258064516129,11.954838709677418,8.151612903225807,13.925806451612905,3.5225806451612898,28057
201904,4,17.639999999999997,12.120000000000001,27.366666666666667,50.943333333333335,3.6384615384615375,1.8766666666666665,7.386666666666667,8.896666666666667,4.456666666666666,13.159999999999998,14.020000000000003,13.136666666666663,4.9300000000000015,23154
201905,5,25.641935483870967,19.419354838709676,24.774193548387096,46.48709677419355,5.3999999999999995,2.0580645161290323,10.129032258064516,9.035483870967742,4.580645161290324,14.187096774193545,24.258064516129036,12.890322580645158,7.422580645161288,22964
201906,6,27.706666666666663,22.503333333333334,38.63333333333333,60.60666666666666,5.2857142857142865,1.7366666666666668,7.836666666666667,7.793333333333334,4.003333333333333,14.736666666666672,26.50666666666666,13.269999999999998,5.960000000000002,20157
201907,7,30.087096774193547,25.877419354838707,50.03225806451613,69.09354838709676,10.231578947368419,1.8290322580645166,4.841935483870966,7.961290322580645,3.9483870967741934,14.48064516129032,28.351612903225806,14.174193548387096,4.651612903225807,23266
201908,8,31.635483870967736,27.190322580645162,44.645161290322584,68.51612903225805,12.7,1.5903225806451615,7.976666666666664,7.525806451612904,3.819354838709678,13.6,28.932258064516137,15.316129032258063,5.164516129032257,37779
201909,9,27.100000000000005,22.64333333333333,44.13333333333333,65.27,10.753846153846155,2.183333333333333,5.63,7.959999999999999,4.253333333333334,12.45,23.963333333333328,16.73,4.436666666666667,15771
201910,10,21.767741935483876,16.370967741935484,38.935483870967744,62.16451612903224,7.92857142857143,2.129032258064516,7.629032258064515,8.041935483870969,4.412903225806451,11.251612903225803,17.148387096774194,17.689999999999998,3.9096774193548387,21167
201911,11,12.933333333333334,7.579999999999999,33.13333333333333,55.899999999999984,9.85,2.1666666666666665,6.773333333333335,7.663333333333333,4.533333333333333,10.193333333333332,7.643333333333332,17.91666666666666,2.736666666666666,19904
201912,12,5.274193548387096,1.4161290322580642,37.12903225806452,57.754838709677415,1.1894736842105265,2.125806451612903,5.296774193548389,7.587096774193549,4.400000000000001,9.641935483870968,1.6096774193548387,17.516129032258064,1.6903225806451612,17542
