date,month,최고 기온(°C),평균 기온(°C),최소 상대습도(%),평균 상대습도(%),일강수량(mm),평균 풍속(m/s),합계 일조 시간(hr),최저 기온(°C),최대 풍속(m/s),평균 해면기압(hPa),1시간 최다 일사량(MJ/m2),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 30cm 지중온도(°C),5.0cm 지중온도(°C),9-9강수(mm),서울시립미술관 본관
201602,2,5.075862068965518,0.19310344827586204,30.724137931034484,52.051724137931025,3.966666666666667,2.7551724137931037,6.73103448275862,-4.0758620689655185,5.613793103448275,1024.244827586207,1.616896551724138,-7.93103448275862,0.6689655172413794,1.2862068965517244,15.355172413793102,4.76,62976
201603,3,12.612903225806454,7.0451612903225795,28.225806451612904,51.01612903225805,6.750000000000001,2.4419354838709677,8.183870967741935,2.3548387096774195,5.10967741935484,1021.5000000000001,2.0970967741935485,-1.5419354838709673,7.7,6.874193548387096,14.145161290322578,6.750000000000001,63928
201604,4,20.316666666666666,14.066666666666665,30.533333333333335,54.756666666666646,6.9818181818181815,2.4200000000000004,7.316666666666667,9.05,5.4399999999999995,1013.3399999999998,2.2606666666666664,5.253333333333333,15.513333333333334,13.540000000000003,13.283333333333335,6.9818181818181815,57556
201605,5,25.687096774193545,19.558064516129033,31.225806451612904,56.21935483870967,14.590909090909092,2.3677419354838714,9.035483870967743,14.141935483870967,5.148387096774194,1011.2774193548387,2.5900000000000003,10.829032258064517,21.174193548387095,18.64838709677419,13.1258064516129,14.590909090909092,139123
201606,6,28.680000000000003,23.596666666666668,41.1,62.86666666666665,4.533333333333334,2.13,7.656666666666667,19.46333333333333,4.896666666666666,1007.3933333333332,2.3736666666666673,16.463333333333335,25.633333333333333,22.95,13.63333333333333,4.2153846153846155,112785
201607,7,29.82258064516129,26.235483870967744,54.064516129032256,72.86129032258064,17.057142857142857,2.148387096774193,5.174193548387096,23.287096774193547,4.390322580645161,1007.5064516129031,1.8761290322580646,21.22903225806452,26.925806451612903,24.70967741935484,14.829032258064517,19.87777777777778,110604
201608,8,32.63548387096775,27.99677419354839,41.67741935483871,63.88387096774194,4.19375,2.0580645161290323,7.616129032258065,24.451612903225804,4.635483870967742,1005.5612903225806,2.1951612903225803,22.296774193548387,29.241935483870964,27.148387096774197,16.00967741935484,4.792857142857143,162446
201609,9,27.88999999999999,23.083333333333332,43.63333333333333,64.51333333333334,4.714285714285714,1.9633333333333336,6.386666666666668,19.256666666666668,4.25,1013.16,1.9609999999999999,17.136666666666667,23.863333333333326,23.25666666666667,17.206666666666667,4.714285714285714,103916
201610,10,21.309677419354838,16.080645161290327,40.45161290322581,62.232258064516124,7.4799999999999995,2.1193548387096772,6.31290322580645,11.619354838709679,4.329032258064517,1019.1999999999999,1.7125806451612902,8.774193548387098,17.20967741935484,18.274193548387096,18.012903225806454,6.233333333333333,82470
201611,11,11.606666666666667,6.7733333333333325,37.53333333333333,56.77999999999998,1.04375,2.223333333333333,5.7766666666666655,2.8233333333333337,4.616666666666666,1023.2266666666667,1.401,-0.17000000000000065,8.293333333333333,10.910000000000002,18.300000000000008,1.2846153846153845,53029
201612,12,5.8,1.2451612903225806,40.096774193548384,59.15806451612903,4.364285714285715,2.225806451612903,5.367741935483871,-2.6709677419354834,4.541935483870968,1024.9870967741936,1.259032258064516,-5.622580645161291,2.703225806451613,5.164516129032258,17.919354838709676,5.091666666666667,50147
201701,1,2.916129032258064,-1.8290322580645162,35.064516129032256,54.606451612903214,1.146153846153846,2.3,6.741935483870967,-5.767741935483871,4.84516129032258,1025.6451612903227,1.4958064516129033,-9.619354838709677,0.2161290322580647,2.467741935483871,16.92903225806451,1.2416666666666667,77496
201702,2,4.80357142857143,-0.2464285714285713,30.285714285714285,53.664285714285704,1.8499999999999999,2.4464285714285707,7.5,-4.75714285714286,5.035714285714286,1023.5178571428572,1.7807142857142857,-8.56785714285714,0.6214285714285713,1.5107142857142857,15.682142857142859,1.8499999999999999,76071
201703,3,12.309677419354838,6.325806451612903,25.129032258064516,48.103225806451604,0.9875,2.367741935483872,8.23225806451613,1.7129032258064516,5.432258064516129,1019.5774193548388,2.1599999999999993,-2.7064516129032254,7.12258064516129,6.693548387096776,14.40322580645161,0.9875,83788
201704,4,19.949999999999996,13.933333333333335,27.666666666666668,52.373333333333335,6.16,2.55,8.656666666666665,9.073333333333332,5.766666666666665,1012.8466666666666,2.4686666666666666,5.23,14.74666666666667,13.163333333333334,13.5,6.16,60072
201705,5,25.435483870967737,19.490322580645163,30.419354838709676,52.28709677419353,2.3000000000000003,2.4290322580645163,9.725806451612904,14.361290322580643,5.483870967741938,1011.9774193548388,2.740645161290322,10.309677419354838,21.345161290322576,18.954838709677418,13.296774193548389,2.6833333333333336,53506
