date,month,최고 기온(°C),평균 기온(°C),최소 상대습도(%),평균 상대습도(%),일강수량(mm),평균 풍속(m/s),합계 일조 시간(hr),최대 풍속(m/s),최고 해면 기압(hPa),최저 해면기압(hPa),평균 중하층운량(10분위),평균 5cm 지중온도(°C),평균 30cm 지중온도(°C),헌릉ㆍ인릉
201611,11,11.606666666666667,6.7733333333333325,37.53333333333333,56.77999999999998,1.04375,2.223333333333333,5.7766666666666655,4.616666666666666,1026.3466666666668,1020.2266666666667,3.6566666666666654,8.293333333333333,10.910000000000002,2915
201612,12,5.8,1.2451612903225806,40.096774193548384,59.15806451612903,4.364285714285715,2.225806451612903,5.367741935483871,4.541935483870968,1028.5161290322578,1021.6161290322578,3.5451612903225804,2.703225806451613,5.164516129032258,1785
201701,1,2.916129032258064,-1.8290322580645162,35.064516129032256,54.606451612903214,1.146153846153846,2.3,6.741935483870967,4.84516129032258,1028.8645161290322,1022.1322580645162,2.329032258064516,0.2161290322580647,2.467741935483871,1227
201702,2,4.80357142857143,-0.2464285714285713,30.285714285714285,53.664285714285704,1.8499999999999999,2.4464285714285707,7.5,5.035714285714286,1027.1392857142857,1019.8535714285714,1.9571428571428573,0.6214285714285713,1.5107142857142857,1272
201703,3,12.309677419354838,6.325806451612903,25.129032258064516,48.103225806451604,0.9875,2.367741935483872,8.23225806451613,5.432258064516129,1022.0258064516127,1017.1290322580646,1.8483870967741935,7.12258064516129,6.693548387096776,2738
201704,4,19.949999999999996,13.933333333333335,27.666666666666668,52.373333333333335,6.16,2.55,8.656666666666665,5.766666666666665,1015.9366666666664,1009.8899999999998,2.2799999999999994,14.74666666666667,13.163333333333334,4515
201705,5,25.435483870967737,19.490322580645163,30.419354838709676,52.28709677419353,2.3000000000000003,2.4290322580645163,9.725806451612904,5.483870967741938,1014.2935483870968,1009.6451612903224,2.04516129032258,21.345161290322576,18.954838709677418,3660
201706,6,28.75,23.273333333333333,33.46666666666667,56.60333333333333,5.123076923076923,2.3733333333333335,9.506666666666666,5.136666666666668,1010.3666666666668,1006.0933333333336,2.933333333333333,25.636666666666663,23.363333333333333,3763
201707,7,30.393548387096775,26.922580645161293,59.67741935483871,77.1774193548387,27.0,2.0,3.970967741935484,4.493548387096773,1009.0193548387097,1005.4483870967744,5.496774193548387,27.648387096774194,26.480645161290322,2543
201708,8,29.654838709677428,25.916129032258066,50.83870967741935,70.81935483870967,15.631578947368421,2.2548387096774194,5.361290322580647,4.54516129032258,1009.3516129032256,1005.3870967741937,4.374193548387097,26.948387096774187,26.638709677419357,3148
201709,9,27.433333333333326,22.10333333333334,39.1,60.929999999999986,3.888888888888889,1.9800000000000002,8.058620689655173,4.196666666666667,1015.0500000000001,1010.7466666666667,2.226666666666666,23.46,23.533333333333335,4342
201710,10,22.530000000000005,16.409677419354836,33.733333333333334,56.25806451612903,3.3125,1.9366666666666663,7.423333333333333,4.276666666666666,1023.283870967742,1018.4200000000001,2.4967741935483874,17.73,18.923333333333336,7923
201711,11,10.46,5.626666666666667,32.166666666666664,53.42666666666664,2.9071428571428575,2.076666666666666,6.070370370370371,4.526666666666666,1025.8866666666665,1020.1233333333334,3.26,7.489999999999999,10.620000000000001,2852
201712,12,2.1580645161290324,-1.929032258064516,33.16129032258065,55.854838709677416,2.485714285714286,1.7827586206896548,5.680645161290323,4.0233333333333325,1028.7129032258063,1023.5645161290323,3.0612903225806454,0.0032258064516128048,2.8258064516129036,1105
201801,1,0.1419354838709677,-3.9774193548387093,28.93548387096774,48.03225806451612,0.7727272727272727,1.8709677419354838,6.43793103448276,4.199999999999999,1027.335483870968,1021.8161290322581,2.7290322580645157,-1.5806451612903225,0.7741935483870966,1182
201802,2,3.2821428571428575,-1.6464285714285718,24.392857142857142,44.914285714285704,4.933333333333334,2.1785714285714284,7.192592592592593,4.503571428571429,1026.3178571428575,1021.2607142857142,2.1714285714285713,-1.0357142857142854,-0.3857142857142857,1459
201803,3,13.59677419354839,8.080645161290322,33.67741935483871,59.20645161290322,4.95,1.919354838709678,6.745161290322581,4.183870967741936,1023.4516129032259,1017.2709677419357,4.058064516129032,8.080645161290322,6.261290322580645,2461
201804,4,18.513333333333335,12.986666666666666,29.833333333333332,54.63,11.845454545454546,2.0033333333333334,7.446666666666667,4.503333333333333,1018.3099999999997,1012.9400000000002,3.3266666666666658,13.580000000000004,12.363333333333332,3398
201805,5,23.290322580645167,18.167741935483875,40.87096774193548,63.435483870967744,15.857142857142858,1.719354838709677,7.470967741935484,4.206451612903226,1014.1451612903226,1008.8741935483872,3.4677419354838706,19.72258064516129,18.064516129032253,5689
201806,6,28.369999999999997,23.136666666666663,39.53333333333333,63.03333333333331,14.291666666666666,1.6799999999999997,7.886666666666668,4.046666666666668,1009.8400000000001,1005.4633333333334,3.0433333333333334,25.36666666666667,23.32,4449
201807,7,32.13225806451613,27.796774193548387,49.29032258064516,67.45161290322578,18.56,1.4612903225806453,7.616666666666668,3.3032258064516133,1010.2258064516129,1006.7870967741934,3.683870967741934,28.663333333333338,26.54333333333334,1437
201808,8,33.30322580645161,28.761290322580656,45.16129032258065,64.71935483870966,12.6625,1.6903225806451612,7.5,4.006451612903225,1008.9774193548385,1004.683870967742,3.7483870967741937,30.20333333333333,28.689999999999998,1290
201809,9,26.04,21.496666666666666,38.9,60.66,5.708333333333333,1.5633333333333332,7.290000000000001,3.450000000000001,1015.5466666666666,1011.1433333333331,2.9699999999999998,23.089999999999996,23.61666666666666,4263
201810,10,18.612903225806456,13.05483870967742,34.354838709677416,59.348387096774175,10.954545454545455,1.5451612903225809,7.803225806451613,3.829032258064516,1021.7032258064517,1016.1129032258063,1.9677419354838708,14.600000000000001,16.712903225806453,5457
201811,11,13.153333333333336,7.793333333333335,32.733333333333334,57.47999999999999,8.78888888888889,1.3966666666666663,5.92,3.4966666666666675,1025.8266666666664,1021.4966666666664,2.413333333333333,8.313333333333334,10.58,2901
201812,12,4.087096774193548,-0.6064516129032259,26.483870967741936,45.75806451612903,2.733333333333334,1.803225806451613,6.4483870967741925,3.9,1030.5451612903228,1025.1774193548388,2.2516129032258063,0.7645161290322577,3.696774193548387,1237
201901,1,4.087096774193548,-0.896774193548387,25.70967741935484,45.58387096774193,0.0,1.8193548387096776,6.935483870967741,4.190322580645161,1029.074193548387,1023.9354838709676,1.935483870967742,-0.7258064516129034,0.7096774193548386,1399
201902,2,6.046428571428572,0.9857142857142855,26.0,47.31071428571427,2.644444444444444,1.8428571428571427,6.803571428571429,4.1071428571428585,1027.2392857142854,1021.5678571428571,2.682142857142857,1.2142857142857142,1.703571428571428,1733
201903,3,12.445161290322583,7.093548387096774,25.838709677419356,51.303225806451614,2.68,2.087096774193548,6.574193548387096,4.72258064516129,1020.4645161290322,1013.9580645161291,3.1806451612903213,7.1322580645161295,6.8000000000000025,2321
201904,4,17.639999999999997,12.120000000000001,27.366666666666667,50.943333333333335,3.6384615384615375,1.8766666666666665,7.386666666666667,4.456666666666666,1017.8933333333333,1012.51,2.9366666666666665,12.620000000000003,11.359999999999998,3802
201905,5,25.641935483870967,19.419354838709676,24.774193548387096,46.48709677419355,5.3999999999999995,2.0580645161290323,10.129032258064516,4.580645161290324,1013.5741935483871,1009.1774193548388,1.2000000000000002,20.851612903225803,18.34516129032258,5526
201906,6,27.706666666666663,22.503333333333334,38.63333333333333,60.60666666666666,5.2857142857142865,1.7366666666666668,7.836666666666667,4.003333333333333,1009.2566666666665,1004.6099999999999,3.4133333333333327,24.416666666666668,22.44,6158
201907,7,30.087096774193547,25.877419354838707,50.03225806451613,69.09354838709676,10.231578947368419,1.8290322580645166,4.841935483870966,3.9483870967741934,1007.8870967741934,1004.0612903225806,5.280645161290322,26.954838709677425,25.193548387096783,2079
201908,8,31.635483870967736,27.190322580645162,44.645161290322584,68.51612903225805,12.7,1.5903225806451615,7.976666666666664,3.819354838709678,1008.5516129032259,1004.6225806451615,3.5225806451612893,27.951612903225808,27.041935483870965,3928
201909,9,27.100000000000005,22.64333333333333,44.13333333333333,65.27,10.753846153846155,2.183333333333333,5.63,4.253333333333334,1016.6900000000002,1012.3466666666666,3.9066666666666667,23.523333333333337,23.82,4356
201910,10,21.767741935483876,16.370967741935484,38.935483870967744,62.16451612903224,7.92857142857143,2.129032258064516,7.629032258064515,4.412903225806451,1021.3193548387096,1016.6903225806452,2.558064516129032,17.538709677419355,19.761290322580646,8726
201911,11,12.933333333333334,7.579999999999999,33.13333333333333,55.899999999999984,9.85,2.1666666666666665,6.773333333333335,4.533333333333333,1025.6599999999999,1019.5899999999999,2.3366666666666664,8.863333333333335,11.596666666666666,5719
201912,12,5.274193548387096,1.4161290322580642,37.12903225806452,57.754838709677415,1.1894736842105265,2.125806451612903,5.296774193548389,4.400000000000001,1028.9612903225807,1022.5483870967741,3.4419354838709673,2.4741935483870963,5.035483870967742,3415
